fecha_info,codigo_entidad,nombre_entidad,sector,tipo_persona,tipo_segmento,deudores_total,deudores_irregulares,pct_irregular_cantidad,credito_total_miles_pesos,credito_irregular_miles_pesos,pct_irregular_monto,registros_situacion_1,registros_situacion_2,registros_situacion_3,registros_situacion_4,registros_situacion_5,registros_situacion_11
202604,00384,UALA BANK S.A.U.,Financiero,persona_fisica,Familias,290936,94422,32.45,313945140.0,163635387.0,52.12,196514,14273,21056,56559,2534,0
202604,00384,UALA BANK S.A.U.,Financiero,total,Total,290944,94422,32.45,344257346.0,163635387.0,47.53,196522,14273,21056,56559,2534,0
202604,00386,NUEVO BANCO DE ENTRE RÍOS S.A.,Financiero,empresa,Empresas,1321,101,7.65,364948542.0,7964659.0,2.18,1220,30,24,22,25,0
202604,00386,NUEVO BANCO DE ENTRE RÍOS S.A.,Financiero,persona_fisica,Familias,201743,14705,7.29,522202663.0,60926505.0,11.67,187038,5552,4557,3101,1495,0
202604,00386,NUEVO BANCO DE ENTRE RÍOS S.A.,Financiero,total,Total,203064,14806,7.29,887151205.0,68891164.0,7.77,188258,5582,4581,3123,1520,0
202604,00389,BANCO COLUMBIA S.A.,Financiero,empresa,Empresas,274,69,25.18,21949687.0,1107796.0,5.05,205,16,21,16,16,0
202604,00389,BANCO COLUMBIA S.A.,Financiero,persona_fisica,Familias,155832,40641,26.08,230644176.0,72457841.0,31.42,115191,8469,9671,15468,7033,0
202604,00389,BANCO COLUMBIA S.A.,Financiero,total,Total,156106,40710,26.08,252593863.0,73565637.0,29.12,115396,8485,9692,15484,7049,0
202604,00426,BANCO BICA S.A.,Financiero,empresa,Empresas,806,124,15.38,92181316.0,3276029.0,3.55,667,18,11,23,72,15
202604,00426,BANCO BICA S.A.,Financiero,persona_fisica,Familias,76431,9007,11.78,89528363.0,9825236.0,10.97,67418,2224,2614,2705,1464,6
202604,00426,BANCO BICA S.A.,Financiero,total,Total,77237,9131,11.82,181709679.0,13101265.0,7.21,68085,2242,2625,2728,1536,21
202604,00431,BANCO COINAG S.A.,Financiero,empresa,Empresas,730,120,16.44,109837772.0,11372689.0,10.35,607,17,24,36,43,3
202604,00431,BANCO COINAG S.A.,Financiero,persona_fisica,Familias,12791,1770,13.84,45402234.0,3241231.0,7.14,11021,396,340,371,663,0
202604,00431,BANCO COINAG S.A.,Financiero,total,Total,13521,1890,13.98,155240006.0,14613920.0,9.41,11628,413,364,407,706,3
202604,00432,BANCO DE COMERCIO S.A.,Financiero,empresa,Empresas,386,83,21.50,65824941.0,4661401.0,7.08,300,14,14,18,37,3
202604,00432,BANCO DE COMERCIO S.A.,Financiero,persona_fisica,Familias,11977,1291,10.78,9470009.0,1071535.0,11.32,10686,311,339,332,309,0
202604,00432,BANCO DE COMERCIO S.A.,Financiero,total,Total,12363,1374,11.11,75294950.0,5732936.0,7.61,10986,325,353,350,346,3
202604,00435,BANCO SUCREDITO REGIONAL S.A.U.,Financiero,empresa,Empresas,43,22,51.16,5217543.0,2959874.0,56.73,21,13,4,2,3,0
202604,00435,BANCO SUCREDITO REGIONAL S.A.U.,Financiero,persona_fisica,Familias,802,296,36.91,1134878.0,317768.0,28.00,506,62,74,96,64,0
202604,00435,BANCO SUCREDITO REGIONAL S.A.U.,Financiero,total,Total,845,318,37.63,6352421.0,3277642.0,51.60,527,75,78,98,67,0
202604,00448,BANCO DINO S.A.,Financiero,empresa,Empresas,79,13,16.46,21419963.0,2203358.0,10.29,66,6,3,1,3,0
202604,00448,BANCO DINO S.A.,Financiero,persona_fisica,Familias,5351,1221,22.82,10272094.0,968751.0,9.43,4130,265,205,282,469,0
202604,00448,BANCO DINO S.A.,Financiero,total,Total,5430,1234,22.73,31692057.0,3172109.0,10.01,4196,271,208,283,472,0
202604,10303,F.F PRIVADO YATASTO,Financiero,empresa,Empresas,1675,1675,100.00,4356921.0,4356921.0,100.00,0,0,0,0,1675,0
202604,10303,F.F PRIVADO YATASTO,Financiero,persona_fisica,Familias,71502,71502,100.00,135823485.0,135823485.0,100.00,0,0,0,6,71496,0
202604,10303,F.F PRIVADO YATASTO,Financiero,total,Total,73177,73177,100.00,140180406.0,140180406.0,100.00,0,0,0,6,73171,0
202604,10494,F.F. Y DE ADM. CHACO-ACTIVOS FINANCIEROS,Financiero,empresa,Empresas,42,0,0.00,22815.0,0.0,0.00,42,0,0,0,0,0
202604,10494,F.F. Y DE ADM. CHACO-ACTIVOS FINANCIEROS,Financiero,persona_fisica,Familias,474,0,0.00,39912.0,0.0,0.00,474,0,0,0,0,0
202604,10494,F.F. Y DE ADM. CHACO-ACTIVOS FINANCIEROS,Financiero,total,Total,516,0,0.00,62727.0,0.0,0.00,516,0,0,0,0,0
202604,10500,F.F. Y DE ADM. LA RIOJA REFINANCIAMIENTO DEL SECTOR PROD.,Financiero,empresa,Empresas,5,0,0.00,7963.0,0.0,0.00,5,0,0,0,0,0
202604,10500,F.F. Y DE ADM. LA RIOJA REFINANCIAMIENTO DEL SECTOR PROD.,Financiero,persona_fisica,Familias,8,0,0.00,1901.0,0.0,0.00,8,0,0,0,0,0
202604,10500,F.F. Y DE ADM. LA RIOJA REFINANCIAMIENTO DEL SECTOR PROD.,Financiero,total,Total,13,0,0.00,9864.0,0.0,0.00,13,0,0,0,0,0
202604,10556,FF PRIVADO CREVAL,Financiero,persona_fisica,Familias,3187,3187,100.00,396892.0,396892.0,100.00,0,0,0,0,3187,0
202604,10556,FF PRIVADO CREVAL,Financiero,total,Total,3187,3187,100.00,396892.0,396892.0,100.00,0,0,0,0,3187,0
202604,10608,F.F. Y DE ADM FIDEICOMISO DEUDORES AGROP BNA ENTRE RIOS,Financiero,empresa,Empresas,1,0,0.00,39.0,0.0,0.00,1,0,0,0,0,0
202604,10608,F.F. Y DE ADM FIDEICOMISO DEUDORES AGROP BNA ENTRE RIOS,Financiero,persona_fisica,Familias,8,0,0.00,714.0,0.0,0.00,8,0,0,0,0,0
202604,10608,F.F. Y DE ADM FIDEICOMISO DEUDORES AGROP BNA ENTRE RIOS,Financiero,total,Total,9,0,0.00,753.0,0.0,0.00,9,0,0,0,0,0
202604,10628,F.F. PRIVADO ASSET RECOVERY 5,Financiero,persona_fisica,Familias,2835,2812,99.19,388636.0,380746.0,97.97,23,4,5,24,2779,0
202604,10628,F.F. PRIVADO ASSET RECOVERY 5,Financiero,total,Total,2835,2812,99.19,388636.0,380746.0,97.97,23,4,5,24,2779,0
202604,10692,F.F. PRIVADO FRANKEL,Financiero,empresa,Empresas,241,241,100.00,1267153.0,1267153.0,100.00,0,0,0,0,241,0
202604,10692,F.F. PRIVADO FRANKEL,Financiero,persona_fisica,Familias,116192,116192,100.00,114976556.0,114976556.0,100.00,0,0,0,0,116192,0
202604,10692,F.F. PRIVADO FRANKEL,Financiero,total,Total,116433,116433,100.00,116243709.0,116243709.0,100.00,0,0,0,0,116433,0
202604,10812,F.F. Y DE ADM REFINANCIAMIENTO DEUDORES AGROP PCIA DE RIO NEGRO,Financiero,empresa,Empresas,7,0,0.00,3478.0,0.0,0.00,7,0,0,0,0,0
202604,10812,F.F. Y DE ADM REFINANCIAMIENTO DEUDORES AGROP PCIA DE RIO NEGRO,Financiero,persona_fisica,Familias,58,1,1.72,15354.0,117.0,0.76,57,0,0,0,1,0
202604,10812,F.F. Y DE ADM REFINANCIAMIENTO DEUDORES AGROP PCIA DE RIO NEGRO,Financiero,total,Total,65,1,1.54,18832.0,117.0,0.62,64,0,0,0,1,0
202604,10914,RECUPERO DE ACTIVOS FIDEICOMISO FINANCIERO,Financiero,empresa,Empresas,267,267,100.00,797319.0,797319.0,100.00,0,0,0,0,267,0
202604,10914,RECUPERO DE ACTIVOS FIDEICOMISO FINANCIERO,Financiero,persona_fisica,Familias,285097,285097,100.00,122290244.0,122290244.0,100.00,0,0,0,0,285097,0
202604,10914,RECUPERO DE ACTIVOS FIDEICOMISO FINANCIERO,Financiero,total,Total,285364,285364,100.00,123087563.0,123087563.0,100.00,0,0,0,0,285364,0
202604,10915,F.F. CENTURIA,Financiero,empresa,Empresas,43,43,100.00,4599.0,4599.0,100.00,0,0,0,0,43,0
202604,10915,F.F. CENTURIA,Financiero,persona_fisica,Familias,3670,3663,99.81,386554.0,384791.0,99.54,7,0,0,4,3659,0
202604,10915,F.F. CENTURIA,Financiero,total,Total,3713,3706,99.81,391153.0,389390.0,99.55,7,0,0,4,3702,0
202604,10922,Maipú Fideicomiso Financiero,Financiero,persona_fisica,Familias,9324,9324,100.00,6083553.0,6083553.0,100.00,0,0,0,43,9281,0
202604,10922,Maipú Fideicomiso Financiero,Financiero,total,Total,9324,9324,100.00,6083553.0,6083553.0,100.00,0,0,0,43,9281,0
202604,10923,F.F. PRIVADO GREEN LIGHT,Financiero,persona_fisica,Familias,181219,181219,100.00,31538660.0,31538660.0,100.00,0,0,0,0,181219,0
202604,10923,F.F. PRIVADO GREEN LIGHT,Financiero,total,Total,181219,181219,100.00,31538660.0,31538660.0,100.00,0,0,0,0,181219,0
202604,10924,CREDITIA FIDEICOMISO FINANCIERO,Financiero,empresa,Empresas,245,245,100.00,745702.0,745702.0,100.00,0,0,0,0,245,0
202604,10924,CREDITIA FIDEICOMISO FINANCIERO,Financiero,persona_fisica,Familias,111572,111572,100.00,35733802.0,35733802.0,100.00,0,0,0,0,111572,0
202604,10924,CREDITIA FIDEICOMISO FINANCIERO,Financiero,total,Total,111817,111817,100.00,36479504.0,36479504.0,100.00,0,0,0,0,111817,0
202604,40011,BELAT CROWDLENDING ARGENTINA,Financiero,empresa,Empresas,8,0,0.00,1638426.0,0.0,0.00,8,0,0,0,0,0
202604,40011,BELAT CROWDLENDING ARGENTINA,Financiero,persona_fisica,Familias,1,0,0.00,55397.0,0.0,0.00,1,0,0,0,0,0
202604,40011,BELAT CROWDLENDING ARGENTINA,Financiero,total,Total,9,0,0.00,1693823.0,0.0,0.00,9,0,0,0,0,0
202604,44077,COMPAÑIA FINANCIERA ARGENTINA S.A.,Financiero,persona_fisica,Familias,128001,83733,65.42,85417955.0,49096645.0,57.48,44268,4742,6543,10759,61689,0
202604,44077,COMPAÑIA FINANCIERA ARGENTINA S.A.,Financiero,total,Total,128001,83733,65.42,85417955.0,49096645.0,57.48,44268,4742,6543,10759,61689,0
202604,44088,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA S.A.,Financiero,empresa,Empresas,343,9,2.62,248117590.0,1084902.0,0.44,334,5,2,1,1,0
202604,44088,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA S.A.,Financiero,persona_fisica,Familias,29465,917,3.11,320404462.0,8673485.0,2.71,28548,393,146,132,246,0
202604,44088,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA S.A.,Financiero,total,Total,29808,926,3.11,568522052.0,9758387.0,1.72,28882,398,148,133,247,0
202604,44092,FCA COMPAÑIA FINANCIERA S.A.,Financiero,empresa,Empresas,630,28,4.44,143862470.0,12337679.0,8.58,602,14,5,3,6,0
202604,44092,FCA COMPAÑIA FINANCIERA S.A.,Financiero,persona_fisica,Familias,32405,2146,6.62,360410137.0,22605082.0,6.27,30259,686,349,360,751,0
202604,44092,FCA COMPAÑIA FINANCIERA S.A.,Financiero,total,Total,33035,2174,6.58,504272607.0,34942761.0,6.93,30861,700,354,363,757,0
202604,44093,GPAT COMPAÑIA FINANCIERA S.A.U.,Financiero,empresa,Empresas,247,3,1.21,19208138.0,27450.0,0.14,244,2,0,1,0,0
202604,44093,GPAT COMPAÑIA FINANCIERA S.A.U.,Financiero,persona_fisica,Familias,39748,5407,13.60,339925745.0,33102725.0,9.74,34341,1706,464,1538,1699,0
202604,44093,GPAT COMPAÑIA FINANCIERA S.A.U.,Financiero,total,Total,39995,5410,13.53,359133883.0,33130175.0,9.23,34585,1708,464,1539,1699,0
202604,44094,MERCEDES-BENZ COMPAÑÍA FINANCIERA ARGENTINA S.A.,Financiero,empresa,Empresas,796,88,11.06,128204671.0,14094102.0,10.99,708,51,16,6,15,0
202604,44094,MERCEDES-BENZ COMPAÑÍA FINANCIERA ARGENTINA S.A.,Financiero,persona_fisica,Familias,551,93,16.88,52257614.0,12787489.0,24.47,458,51,19,13,10,0
202604,44094,MERCEDES-BENZ COMPAÑÍA FINANCIERA ARGENTINA S.A.,Financiero,total,Total,1347,181,13.44,180462285.0,26881591.0,14.90,1166,102,35,19,25,0
202604,44095,ROMBO COMPAÑÍA FINANCIERA S.A.,Financiero,empresa,Empresas,1759,41,2.33,32133563.0,951624.0,2.96,1718,22,10,7,2,0
202604,44095,ROMBO COMPAÑÍA FINANCIERA S.A.,Financiero,persona_fisica,Familias,46662,1874,4.02,365345332.0,16733203.0,4.58,44788,861,357,349,307,0
202604,44095,ROMBO COMPAÑÍA FINANCIERA S.A.,Financiero,total,Total,48421,1915,3.95,397478895.0,17684827.0,4.45,46506,883,367,356,309,0
202604,44096,JOHN DEERE CREDIT COMPAÑÍA FINANCIERA S.A.,Financiero,empresa,Empresas,1008,65,6.45,369530463.0,27635947.0,7.48,943,12,12,23,18,0
202604,44096,JOHN DEERE CREDIT COMPAÑÍA FINANCIERA S.A.,Financiero,persona_fisica,Familias,1330,131,9.85,333302346.0,31524229.0,9.46,1199,33,24,32,42,0
202604,44096,JOHN DEERE CREDIT COMPAÑÍA FINANCIERA S.A.,Financiero,total,Total,2338,196,8.38,702832809.0,59160176.0,8.42,2142,45,36,55,60,0
202604,44098,PSA FINANCE ARGENTINA COMPAÑÍA FINANCIERA S.A.,Financiero,empresa,Empresas,320,10,3.12,85670776.0,418190.0,0.49,310,5,4,1,0,0
202604,44098,PSA FINANCE ARGENTINA COMPAÑÍA FINANCIERA S.A.,Financiero,persona_fisica,Familias,35690,2109,5.91,341061985.0,17735628.0,5.20,33581,812,482,499,316,0
202604,44098,PSA FINANCE ARGENTINA COMPAÑÍA FINANCIERA S.A.,Financiero,total,Total,36010,2119,5.88,426732761.0,18153818.0,4.25,33891,817,486,500,316,0
202604,44099,TOYOTA COMPAÑÍA FINANCIERA DE ARGENTINA S.A.,Financiero,empresa,Empresas,1059,59,5.57,96653831.0,5665590.0,5.86,1000,22,8,28,1,0
202604,44099,TOYOTA COMPAÑÍA FINANCIERA DE ARGENTINA S.A.,Financiero,persona_fisica,Familias,11959,614,5.13,147718987.0,9520180.0,6.44,11345,354,98,137,25,0
202604,44099,TOYOTA COMPAÑÍA FINANCIERA DE ARGENTINA S.A.,Financiero,total,Total,13018,673,5.17,244372818.0,15185770.0,6.21,12345,376,106,165,26,0
202604,45030,NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.,Financiero,desconocido,Desconocido,1,0,0.00,8581724.0,0.0,0.00,1,0,0,0,0,0
202604,45030,NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.,Financiero,empresa,Empresas,2,0,0.00,41926929.0,0.0,0.00,2,0,0,0,0,0
202604,45030,NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.,Financiero,persona_fisica,Familias,1837976,743936,40.48,1372781451.0,465310866.0,33.90,1094040,77855,82600,118614,464867,0
202604,45030,NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.,Financiero,total,Total,1837979,743936,40.48,1423290104.0,465310866.0,32.69,1094043,77855,82600,118614,464867,0
202604,45056,MONTEMAR COMPAÑIA FINANCIERA S.A.,Financiero,empresa,Empresas,37,0,0.00,3942289.0,0.0,0.00,37,0,0,0,0,0
202604,45056,MONTEMAR COMPAÑIA FINANCIERA S.A.,Financiero,persona_fisica,Familias,24910,12218,49.05,93930499.0,33986170.0,36.18,12691,2127,1937,3365,4789,1
202604,45056,MONTEMAR COMPAÑIA FINANCIERA S.A.,Financiero,total,Total,24947,12218,48.98,97872788.0,33986170.0,34.72,12728,2127,1937,3365,4789,1
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,empresa,Empresas,298,30,10.07,23802049.0,2120352.0,8.91,268,4,5,15,6,0
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,persona_fisica,Familias,39074,20170,51.62,32362000.0,13068003.0,40.38,18904,1917,3251,11006,3996,0
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,total,Total,39372,20200,51.31,56164049.0,15188355.0,27.04,19172,1921,3256,11021,4002,0
202604,50001,ACINDAR PYMES SGR,No Financiero,empresa,Empresas,499,359,71.94,16596786.0,13968636.0,84.16,140,89,116,109,45,0
202604,50001,ACINDAR PYMES SGR,No Financiero,persona_fisica,Familias,395,366,92.66,1829797.0,1698684.0,92.83,29,40,44,152,130,0
202604,50001,ACINDAR PYMES SGR,No Financiero,total,Total,894,725,81.10,18426583.0,15667320.0,85.03,169,129,160,261,175,0
202604,50002,AFFIDAVIT SGR,No Financiero,empresa,Empresas,17,12,70.59,158898.0,141230.0,88.88,5,2,7,2,1,0
202604,50002,AFFIDAVIT SGR,No Financiero,persona_fisica,Familias,1,1,100.00,10966.0,10966.0,100.00,0,0,1,0,0,0
202604,50002,AFFIDAVIT SGR,No Financiero,total,Total,18,13,72.22,169864.0,152196.0,89.60,5,2,8,2,1,0
202604,50003,AGROAVAL SGR,No Financiero,empresa,Empresas,1,1,100.00,2099.0,2099.0,100.00,0,0,0,0,1,0
202604,50003,AGROAVAL SGR,No Financiero,total,Total,1,1,100.00,2099.0,2099.0,100.00,0,0,0,0,1,0
202604,50004,ARGENPYMES SGR,No Financiero,empresa,Empresas,497,439,88.33,9102272.0,8504895.0,93.44,58,98,110,136,95,0
202604,50004,ARGENPYMES SGR,No Financiero,persona_fisica,Familias,253,227,89.72,1698309.0,1576510.0,92.83,26,61,50,67,49,0
202604,50004,ARGENPYMES SGR,No Financiero,total,Total,750,666,88.80,10800581.0,10081405.0,93.34,84,159,160,203,144,0
202604,50005,AVAL FEDERAL SGR,No Financiero,empresa,Empresas,26,23,88.46,850556.0,827710.0,97.31,3,7,4,6,6,0
202604,50005,AVAL FEDERAL SGR,No Financiero,persona_fisica,Familias,4,2,50.00,126322.0,110887.0,87.78,2,0,1,1,0,0
202604,50005,AVAL FEDERAL SGR,No Financiero,total,Total,30,25,83.33,976878.0,938597.0,96.08,5,7,5,7,6,0
202604,50011,CUYO AVAL SGR,No Financiero,empresa,Empresas,8,4,50.00,49249.0,41477.0,84.22,4,1,0,0,3,0
202604,50011,CUYO AVAL SGR,No Financiero,persona_fisica,Familias,1,1,100.00,17612.0,17612.0,100.00,0,0,1,0,0,0
202604,50011,CUYO AVAL SGR,No Financiero,total,Total,9,5,55.56,66861.0,59089.0,88.38,4,1,1,0,3,0
202604,50012,DON MARIO SGR,No Financiero,empresa,Empresas,6,3,50.00,50700.0,45158.0,89.07,3,0,2,0,1,0
202604,50012,DON MARIO SGR,No Financiero,persona_fisica,Familias,2,1,50.00,19123.0,16799.0,87.85,1,0,1,0,0,0
202604,50012,DON MARIO SGR,No Financiero,total,Total,8,4,50.00,69823.0,61957.0,88.73,4,0,3,0,1,0
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,empresa,Empresas,229,206,89.96,3467986.0,3371694.0,97.22,23,38,63,68,37,0
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,persona_fisica,Familias,123,117,95.12,959161.0,941934.0,98.20,6,21,35,37,24,0
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,total,Total,352,323,91.76,4427147.0,4313628.0,97.44,29,59,98,105,61,0
202604,50014,GARANTIZAR SGR,No Financiero,empresa,Empresas,1331,1101,82.72,29286477.0,25809254.0,88.13,230,192,201,228,480,0
202604,50014,GARANTIZAR SGR,No Financiero,persona_fisica,Familias,1718,1453,84.58,10195294.0,9004860.0,88.32,265,212,260,367,614,0
202604,50014,GARANTIZAR SGR,No Financiero,total,Total,3049,2554,83.77,39481771.0,34814114.0,88.18,495,404,461,595,1094,0
202604,50015,INTEGRA PYMES SGR,No Financiero,empresa,Empresas,22,21,95.45,554011.0,543991.0,98.19,1,4,8,7,2,0
202604,50015,INTEGRA PYMES SGR,No Financiero,total,Total,22,21,95.45,554011.0,543991.0,98.19,1,4,8,7,2,0
202604,50018,POTENCIAR SGR,No Financiero,empresa,Empresas,21,21,100.00,481317.0,481317.0,100.00,0,20,1,0,0,0
202604,50018,POTENCIAR SGR,No Financiero,persona_fisica,Familias,88,88,100.00,56904.0,56904.0,100.00,0,73,6,9,0,0
202604,50018,POTENCIAR SGR,No Financiero,total,Total,109,109,100.00,538221.0,538221.0,100.00,0,93,7,9,0,0
202604,50020,AFB AVALES S.G.R.,No Financiero,empresa,Empresas,51,39,76.47,736552.0,678465.0,92.11,12,12,22,3,2,0
202604,50020,AFB AVALES S.G.R.,No Financiero,persona_fisica,Familias,10,10,100.00,58016.0,58016.0,100.00,0,1,4,5,0,0
202604,50020,AFB AVALES S.G.R.,No Financiero,total,Total,61,49,80.33,794568.0,736481.0,92.69,12,13,26,8,2,0
202604,50021,AVAL AR SGR,No Financiero,empresa,Empresas,12,9,75.00,414401.0,404073.0,97.51,3,2,3,3,1,0
202604,50021,AVAL AR SGR,No Financiero,persona_fisica,Familias,3,3,100.00,26796.0,26796.0,100.00,0,2,0,1,0,0
202604,50021,AVAL AR SGR,No Financiero,total,Total,15,12,80.00,441197.0,430869.0,97.66,3,4,3,4,1,0
202604,50023,UNION SGR,No Financiero,empresa,Empresas,28,21,75.00,581365.0,552113.0,94.97,7,4,8,5,4,0
202604,50023,UNION SGR,No Financiero,persona_fisica,Familias,16,14,87.50,62667.0,62126.0,99.14,2,0,3,9,2,0
202604,50023,UNION SGR,No Financiero,total,Total,44,35,79.55,644032.0,614239.0,95.37,9,4,11,14,6,0
202604,50024,AVAL FERTIL SGR,No Financiero,empresa,Empresas,1,1,100.00,2332.0,2332.0,100.00,0,0,0,0,1,0
202604,50024,AVAL FERTIL SGR,No Financiero,total,Total,1,1,100.00,2332.0,2332.0,100.00,0,0,0,0,1,0
202604,50025,AVALES DEL CENTRO SGR,No Financiero,empresa,Empresas,16,15,93.75,94222.0,93891.0,99.65,1,2,8,2,3,0
202604,50025,AVALES DEL CENTRO SGR,No Financiero,persona_fisica,Familias,1,1,100.00,634.0,634.0,100.00,0,1,0,0,0,0
202604,50025,AVALES DEL CENTRO SGR,No Financiero,total,Total,17,16,94.12,94856.0,94525.0,99.65,1,3,8,2,3,0
202604,50026,CRECER SGR,No Financiero,empresa,Empresas,38,30,78.95,529271.0,489627.0,92.51,8,7,11,9,3,0
202604,50026,CRECER SGR,No Financiero,persona_fisica,Familias,55,47,85.45,114126.0,109658.0,96.09,8,7,15,16,9,0
202604,50026,CRECER SGR,No Financiero,total,Total,93,77,82.80,643397.0,599285.0,93.14,16,14,26,25,12,0
202604,50032,RESILIENCIA SGR,No Financiero,empresa,Empresas,29,24,82.76,344015.0,334361.0,97.19,5,5,8,7,4,0
202604,50032,RESILIENCIA SGR,No Financiero,persona_fisica,Familias,13,10,76.92,56703.0,54288.0,95.74,3,1,5,3,1,0
202604,50032,RESILIENCIA SGR,No Financiero,total,Total,42,34,80.95,400718.0,388649.0,96.99,8,6,13,10,5,0
202604,50033,Crédito Argentino S.G.R.,No Financiero,empresa,Empresas,8,7,87.50,200411.0,188815.0,94.21,1,0,6,1,0,0
202604,50033,Crédito Argentino S.G.R.,No Financiero,persona_fisica,Familias,2,2,100.00,53405.0,53405.0,100.00,0,1,1,0,0,0
202604,50033,Crédito Argentino S.G.R.,No Financiero,total,Total,10,9,90.00,253816.0,242220.0,95.43,1,1,7,1,0,0
202604,50034,Rig Avales S.G.R,No Financiero,empresa,Empresas,12,4,33.33,94058.0,38319.0,40.74,8,1,1,2,0,0
202604,50034,Rig Avales S.G.R,No Financiero,persona_fisica,Familias,2,2,100.00,19389.0,19389.0,100.00,0,0,1,1,0,0
202604,50034,Rig Avales S.G.R,No Financiero,total,Total,14,6,42.86,113447.0,57708.0,50.87,8,1,2,3,0,0
202604,50035,Conaval S.G.R.,No Financiero,empresa,Empresas,5,4,80.00,387116.0,381934.0,98.66,1,1,1,2,0,0
202604,50035,Conaval S.G.R.,No Financiero,persona_fisica,Familias,4,4,100.00,273497.0,273497.0,100.00,0,1,1,2,0,0
202604,50035,Conaval S.G.R.,No Financiero,total,Total,9,8,88.89,660613.0,655431.0,99.22,1,2,2,4,0,0
202604,50037,FIDEM SGR,No Financiero,empresa,Empresas,20,17,85.00,362462.0,356176.0,98.27,3,5,7,4,1,0
202604,50037,FIDEM SGR,No Financiero,persona_fisica,Familias,2,2,100.00,15181.0,15181.0,100.00,0,0,0,1,1,0
202604,50037,FIDEM SGR,No Financiero,total,Total,22,19,86.36,377643.0,371357.0,98.34,3,5,7,5,2,0
202604,50038,INNOVA SGR,No Financiero,empresa,Empresas,23,20,86.96,490794.0,484508.0,98.72,3,4,9,5,2,0
202604,50038,INNOVA SGR,No Financiero,persona_fisica,Familias,4,4,100.00,40681.0,40681.0,100.00,0,0,1,2,1,0
202604,50038,INNOVA SGR,No Financiero,total,Total,27,24,88.89,531475.0,525189.0,98.82,3,4,10,7,3,0
202604,50039,FINTECH SGR,No Financiero,empresa,Empresas,188,178,94.68,9439280.0,9379787.0,99.37,10,30,70,48,30,0
202604,50039,FINTECH SGR,No Financiero,persona_fisica,Familias,129,128,99.22,2381499.0,2380390.0,99.95,1,28,47,22,31,0
202604,50039,FINTECH SGR,No Financiero,total,Total,317,306,96.53,11820779.0,11760177.0,99.49,11,58,117,70,61,0
202604,50040,MILLS SGR,No Financiero,empresa,Empresas,44,37,84.09,1971820.0,1927460.0,97.75,7,6,11,18,2,0
202604,50040,MILLS SGR,No Financiero,persona_fisica,Familias,1,1,100.00,2067.0,2067.0,100.00,0,1,0,0,0,0
202604,50040,MILLS SGR,No Financiero,total,Total,45,38,84.44,1973887.0,1929527.0,97.75,7,7,11,18,2,0
202604,50041,ALIANZA S.G.R.,No Financiero,empresa,Empresas,85,81,95.29,2667260.0,2587561.0,97.01,4,21,30,16,14,0
202604,50041,ALIANZA S.G.R.,No Financiero,persona_fisica,Familias,30,29,96.67,427559.0,427443.0,99.97,1,11,4,8,6,0
202604,50041,ALIANZA S.G.R.,No Financiero,total,Total,115,110,95.65,3094819.0,3015004.0,97.42,5,32,34,24,20,0
202604,50042,SOLIDUM S.G.R.,No Financiero,empresa,Empresas,2,1,50.00,8427.0,6033.0,71.59,1,1,0,0,0,0
202604,50042,SOLIDUM S.G.R.,No Financiero,persona_fisica,Familias,1,1,100.00,8639.0,8639.0,100.00,0,0,1,0,0,0
202604,50042,SOLIDUM S.G.R.,No Financiero,total,Total,3,2,66.67,17066.0,14672.0,85.97,1,1,1,0,0,0
202604,50043,Neuquèn Pymes SGR,No Financiero,empresa,Empresas,14,9,64.29,76462.0,73066.0,95.56,5,7,1,0,1,0
202604,50043,Neuquèn Pymes SGR,No Financiero,persona_fisica,Familias,7,5,71.43,32436.0,31942.0,98.48,2,4,0,1,0,0
202604,50043,Neuquèn Pymes SGR,No Financiero,total,Total,21,14,66.67,108898.0,105008.0,96.43,7,11,1,1,1,0
202604,50044,Trend SGR,No Financiero,empresa,Empresas,8,8,100.00,233808.0,233808.0,100.00,0,3,3,0,2,0
202604,50044,Trend SGR,No Financiero,total,Total,8,8,100.00,233808.0,233808.0,100.00,0,3,3,0,2,0
202604,50046,Argentina Ciudad S.G.R.,No Financiero,empresa,Empresas,22,17,77.27,432194.0,418167.0,96.75,5,5,5,7,0,0
202604,50046,Argentina Ciudad S.G.R.,No Financiero,persona_fisica,Familias,23,19,82.61,49843.0,48594.0,97.49,4,4,4,8,3,0
202604,50046,Argentina Ciudad S.G.R.,No Financiero,total,Total,45,36,80.00,482037.0,466761.0,96.83,9,9,9,15,3,0
