fecha_info,codigo_entidad,nombre_entidad,sector,tipo_segmento,situacion_codigo,situacion_descripcion,deudores,monto_total_miles_pesos,monto_promedio_miles_pesos,pct_deudores_segmento,pct_monto_segmento,registros_origen
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,4,227940.0,56985.0,1.34,0.96,4
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Empresas,3,Con problemas / riesgo medio,5,225001.0,45000.2,1.68,0.95,5
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,15,1226292.0,81752.8,5.03,5.15,15
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Empresas,5,Irrecuperable,6,441119.0,73519.8,2.01,1.85,6
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Familias,1,Situacion normal,18904,19293997.0,1020.6,48.38,59.62,18904
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Familias,2,Con seguimiento especial / riesgo bajo,1917,1975701.0,1030.6,4.91,6.11,1917
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Familias,3,Con problemas / riesgo medio,3251,3120553.0,959.9,8.32,9.64,3251
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,11006,5856126.0,532.1,28.17,18.10,11006
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Familias,5,Irrecuperable,3996,2115623.0,529.4,10.23,6.54,3996
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Total,1,Situacion normal,19172,40975694.0,2137.3,48.69,72.96,19172
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Total,2,Con seguimiento especial / riesgo bajo,1921,2203641.0,1147.1,4.88,3.92,1921
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Total,3,Con problemas / riesgo medio,3256,3345554.0,1027.5,8.27,5.96,3256
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,11021,7082418.0,642.6,27.99,12.61,11021
202604,45072,REBA COMPAÑIA FINANCIERA S.A.,Financiero,Total,5,Irrecuperable,4002,2556742.0,638.9,10.16,4.55,4002
202604,50001,ACINDAR PYMES SGR,No Financiero,Empresas,1,Situacion normal,140,2628150.0,18772.5,28.06,15.84,140
202604,50001,ACINDAR PYMES SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,89,2854814.0,32076.6,17.84,17.20,89
202604,50001,ACINDAR PYMES SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,116,3783741.0,32618.5,23.25,22.80,116
202604,50001,ACINDAR PYMES SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,109,5962711.0,54703.8,21.84,35.93,109
202604,50001,ACINDAR PYMES SGR,No Financiero,Empresas,5,Irrecuperable,45,1367370.0,30386.0,9.02,8.24,45
202604,50001,ACINDAR PYMES SGR,No Financiero,Familias,1,Situacion normal,29,131113.0,4521.1,7.34,7.17,29
202604,50001,ACINDAR PYMES SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,40,320648.0,8016.2,10.13,17.52,40
202604,50001,ACINDAR PYMES SGR,No Financiero,Familias,3,Con problemas / riesgo medio,44,273569.0,6217.5,11.14,14.95,44
202604,50001,ACINDAR PYMES SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,152,747983.0,4920.9,38.48,40.88,152
202604,50001,ACINDAR PYMES SGR,No Financiero,Familias,5,Irrecuperable,130,356484.0,2742.2,32.91,19.48,130
202604,50001,ACINDAR PYMES SGR,No Financiero,Total,1,Situacion normal,169,2759263.0,16327.0,18.90,14.97,169
202604,50001,ACINDAR PYMES SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,129,3175462.0,24616.0,14.43,17.23,129
202604,50001,ACINDAR PYMES SGR,No Financiero,Total,3,Con problemas / riesgo medio,160,4057310.0,25358.2,17.90,22.02,160
202604,50001,ACINDAR PYMES SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,261,6710694.0,25711.5,29.19,36.42,261
202604,50001,ACINDAR PYMES SGR,No Financiero,Total,5,Irrecuperable,175,1723854.0,9850.6,19.57,9.36,175
202604,50002,AFFIDAVIT SGR,No Financiero,Empresas,1,Situacion normal,5,17668.0,3533.6,29.41,11.12,5
202604,50002,AFFIDAVIT SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,2,6088.0,3044.0,11.76,3.83,2
202604,50002,AFFIDAVIT SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,7,99947.0,14278.1,41.18,62.90,7
202604,50002,AFFIDAVIT SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,2,22956.0,11478.0,11.76,14.45,2
202604,50002,AFFIDAVIT SGR,No Financiero,Empresas,5,Irrecuperable,1,12239.0,12239.0,5.88,7.70,1
202604,50002,AFFIDAVIT SGR,No Financiero,Familias,3,Con problemas / riesgo medio,1,10966.0,10966.0,100.00,100.00,1
202604,50002,AFFIDAVIT SGR,No Financiero,Total,1,Situacion normal,5,17668.0,3533.6,27.78,10.40,5
202604,50002,AFFIDAVIT SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,2,6088.0,3044.0,11.11,3.58,2
202604,50002,AFFIDAVIT SGR,No Financiero,Total,3,Con problemas / riesgo medio,8,110913.0,13864.1,44.44,65.30,8
202604,50002,AFFIDAVIT SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,2,22956.0,11478.0,11.11,13.51,2
202604,50002,AFFIDAVIT SGR,No Financiero,Total,5,Irrecuperable,1,12239.0,12239.0,5.56,7.21,1
202604,50003,AGROAVAL SGR,No Financiero,Empresas,5,Irrecuperable,1,2099.0,2099.0,100.00,100.00,1
202604,50003,AGROAVAL SGR,No Financiero,Total,5,Irrecuperable,1,2099.0,2099.0,100.00,100.00,1
202604,50004,ARGENPYMES SGR,No Financiero,Empresas,1,Situacion normal,58,597377.0,10299.6,11.67,6.56,58
202604,50004,ARGENPYMES SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,98,1953396.0,19932.6,19.72,21.46,98
202604,50004,ARGENPYMES SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,110,2156877.0,19608.0,22.13,23.70,110
202604,50004,ARGENPYMES SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,136,3016354.0,22179.1,27.36,33.14,136
202604,50004,ARGENPYMES SGR,No Financiero,Empresas,5,Irrecuperable,95,1378268.0,14508.1,19.11,15.14,95
202604,50004,ARGENPYMES SGR,No Financiero,Familias,1,Situacion normal,26,121799.0,4684.6,10.28,7.17,26
202604,50004,ARGENPYMES SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,61,174049.0,2853.3,24.11,10.25,61
202604,50004,ARGENPYMES SGR,No Financiero,Familias,3,Con problemas / riesgo medio,50,262825.0,5256.5,19.76,15.48,50
202604,50004,ARGENPYMES SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,67,921187.0,13749.1,26.48,54.24,67
202604,50004,ARGENPYMES SGR,No Financiero,Familias,5,Irrecuperable,49,218449.0,4458.1,19.37,12.86,49
202604,50004,ARGENPYMES SGR,No Financiero,Total,1,Situacion normal,84,719176.0,8561.6,11.20,6.66,84
202604,50004,ARGENPYMES SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,159,2127445.0,13380.2,21.20,19.70,159
202604,50004,ARGENPYMES SGR,No Financiero,Total,3,Con problemas / riesgo medio,160,2419702.0,15123.1,21.33,22.40,160
202604,50004,ARGENPYMES SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,203,3937541.0,19396.8,27.07,36.46,203
202604,50004,ARGENPYMES SGR,No Financiero,Total,5,Irrecuperable,144,1596717.0,11088.3,19.20,14.78,144
202604,50005,AVAL FEDERAL SGR,No Financiero,Empresas,1,Situacion normal,3,22846.0,7615.3,11.54,2.69,3
202604,50005,AVAL FEDERAL SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,7,83436.0,11919.4,26.92,9.81,7
202604,50005,AVAL FEDERAL SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,4,139202.0,34800.5,15.38,16.37,4
202604,50005,AVAL FEDERAL SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,6,208013.0,34668.8,23.08,24.46,6
202604,50005,AVAL FEDERAL SGR,No Financiero,Empresas,5,Irrecuperable,6,397059.0,66176.5,23.08,46.68,6
202604,50005,AVAL FEDERAL SGR,No Financiero,Familias,1,Situacion normal,2,15435.0,7717.5,50.00,12.22,2
202604,50005,AVAL FEDERAL SGR,No Financiero,Familias,3,Con problemas / riesgo medio,1,5631.0,5631.0,25.00,4.46,1
202604,50005,AVAL FEDERAL SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,1,105256.0,105256.0,25.00,83.32,1
202604,50005,AVAL FEDERAL SGR,No Financiero,Total,1,Situacion normal,5,38281.0,7656.2,16.67,3.92,5
202604,50005,AVAL FEDERAL SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,7,83436.0,11919.4,23.33,8.54,7
202604,50005,AVAL FEDERAL SGR,No Financiero,Total,3,Con problemas / riesgo medio,5,144833.0,28966.6,16.67,14.83,5
202604,50005,AVAL FEDERAL SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,7,313269.0,44752.7,23.33,32.07,7
202604,50005,AVAL FEDERAL SGR,No Financiero,Total,5,Irrecuperable,6,397059.0,66176.5,20.00,40.65,6
202604,50011,CUYO AVAL SGR,No Financiero,Empresas,1,Situacion normal,4,7772.0,1943.0,50.00,15.78,4
202604,50011,CUYO AVAL SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,1,32324.0,32324.0,12.50,65.63,1
202604,50011,CUYO AVAL SGR,No Financiero,Empresas,5,Irrecuperable,3,9153.0,3051.0,37.50,18.59,3
202604,50011,CUYO AVAL SGR,No Financiero,Familias,3,Con problemas / riesgo medio,1,17612.0,17612.0,100.00,100.00,1
202604,50011,CUYO AVAL SGR,No Financiero,Total,1,Situacion normal,4,7772.0,1943.0,44.44,11.62,4
202604,50011,CUYO AVAL SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,1,32324.0,32324.0,11.11,48.35,1
202604,50011,CUYO AVAL SGR,No Financiero,Total,3,Con problemas / riesgo medio,1,17612.0,17612.0,11.11,26.34,1
202604,50011,CUYO AVAL SGR,No Financiero,Total,5,Irrecuperable,3,9153.0,3051.0,33.33,13.69,3
202604,50012,DON MARIO SGR,No Financiero,Empresas,1,Situacion normal,3,5542.0,1847.3,50.00,10.93,3
202604,50012,DON MARIO SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,2,23718.0,11859.0,33.33,46.78,2
202604,50012,DON MARIO SGR,No Financiero,Empresas,5,Irrecuperable,1,21440.0,21440.0,16.67,42.29,1
202604,50012,DON MARIO SGR,No Financiero,Familias,1,Situacion normal,1,2324.0,2324.0,50.00,12.15,1
202604,50012,DON MARIO SGR,No Financiero,Familias,3,Con problemas / riesgo medio,1,16799.0,16799.0,50.00,87.85,1
202604,50012,DON MARIO SGR,No Financiero,Total,1,Situacion normal,4,7866.0,1966.5,50.00,11.27,4
202604,50012,DON MARIO SGR,No Financiero,Total,3,Con problemas / riesgo medio,3,40517.0,13505.7,37.50,58.03,3
202604,50012,DON MARIO SGR,No Financiero,Total,5,Irrecuperable,1,21440.0,21440.0,12.50,30.71,1
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Empresas,1,Situacion normal,23,96292.0,4186.6,10.04,2.78,23
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,38,304907.0,8023.9,16.59,8.79,38
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,63,782004.0,12412.8,27.51,22.55,63
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,68,2019881.0,29704.1,29.69,58.24,68
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Empresas,5,Irrecuperable,37,264902.0,7159.5,16.16,7.64,37
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Familias,1,Situacion normal,6,17227.0,2871.2,4.88,1.80,6
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,21,54553.0,2597.8,17.07,5.69,21
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Familias,3,Con problemas / riesgo medio,35,220742.0,6306.9,28.46,23.01,35
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,37,469459.0,12688.1,30.08,48.94,37
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Familias,5,Irrecuperable,24,197180.0,8215.8,19.51,20.56,24
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Total,1,Situacion normal,29,113519.0,3914.4,8.24,2.56,29
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,59,359460.0,6092.5,16.76,8.12,59
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Total,3,Con problemas / riesgo medio,98,1002746.0,10232.1,27.84,22.65,98
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,105,2489340.0,23708.0,29.83,56.23,105
202604,50013,GARANTÍA DE VALORES SGR,No Financiero,Total,5,Irrecuperable,61,462082.0,7575.1,17.33,10.44,61
202604,50014,GARANTIZAR SGR,No Financiero,Empresas,1,Situacion normal,230,3477223.0,15118.4,17.28,11.87,230
202604,50014,GARANTIZAR SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,192,3497736.0,18217.4,14.43,11.94,192
202604,50014,GARANTIZAR SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,201,5238951.0,26064.4,15.10,17.89,201
202604,50014,GARANTIZAR SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,228,10500989.0,46057.0,17.13,35.86,228
202604,50014,GARANTIZAR SGR,No Financiero,Empresas,5,Irrecuperable,480,6571578.0,13690.8,36.06,22.44,480
202604,50014,GARANTIZAR SGR,No Financiero,Familias,1,Situacion normal,265,1190434.0,4492.2,15.42,11.68,265
202604,50014,GARANTIZAR SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,212,876684.0,4135.3,12.34,8.60,212
202604,50014,GARANTIZAR SGR,No Financiero,Familias,3,Con problemas / riesgo medio,260,1710356.0,6578.3,15.13,16.78,260
202604,50014,GARANTIZAR SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,367,4125270.0,11240.5,21.36,40.46,367
202604,50014,GARANTIZAR SGR,No Financiero,Familias,5,Irrecuperable,614,2292550.0,3733.8,35.74,22.49,614
202604,50014,GARANTIZAR SGR,No Financiero,Total,1,Situacion normal,495,4667657.0,9429.6,16.23,11.82,495
202604,50014,GARANTIZAR SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,404,4374420.0,10827.8,13.25,11.08,404
202604,50014,GARANTIZAR SGR,No Financiero,Total,3,Con problemas / riesgo medio,461,6949307.0,15074.4,15.12,17.60,461
202604,50014,GARANTIZAR SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,595,14626259.0,24581.9,19.51,37.05,595
202604,50014,GARANTIZAR SGR,No Financiero,Total,5,Irrecuperable,1094,8864128.0,8102.5,35.88,22.45,1094
202604,50015,INTEGRA PYMES SGR,No Financiero,Empresas,1,Situacion normal,1,10020.0,10020.0,4.55,1.81,1
202604,50015,INTEGRA PYMES SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,4,18073.0,4518.2,18.18,3.26,4
202604,50015,INTEGRA PYMES SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,8,169935.0,21241.9,36.36,30.67,8
202604,50015,INTEGRA PYMES SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,7,344185.0,49169.3,31.82,62.13,7
202604,50015,INTEGRA PYMES SGR,No Financiero,Empresas,5,Irrecuperable,2,11798.0,5899.0,9.09,2.13,2
202604,50015,INTEGRA PYMES SGR,No Financiero,Total,1,Situacion normal,1,10020.0,10020.0,4.55,1.81,1
202604,50015,INTEGRA PYMES SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,4,18073.0,4518.2,18.18,3.26,4
202604,50015,INTEGRA PYMES SGR,No Financiero,Total,3,Con problemas / riesgo medio,8,169935.0,21241.9,36.36,30.67,8
202604,50015,INTEGRA PYMES SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,7,344185.0,49169.3,31.82,62.13,7
202604,50015,INTEGRA PYMES SGR,No Financiero,Total,5,Irrecuperable,2,11798.0,5899.0,9.09,2.13,2
202604,50018,POTENCIAR SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,20,448355.0,22417.8,95.24,93.15,20
202604,50018,POTENCIAR SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,1,32962.0,32962.0,4.76,6.85,1
202604,50018,POTENCIAR SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,73,53614.0,734.4,82.95,94.22,73
202604,50018,POTENCIAR SGR,No Financiero,Familias,3,Con problemas / riesgo medio,6,1448.0,241.3,6.82,2.54,6
202604,50018,POTENCIAR SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,9,1842.0,204.7,10.23,3.24,9
202604,50018,POTENCIAR SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,93,501969.0,5397.5,85.32,93.26,93
202604,50018,POTENCIAR SGR,No Financiero,Total,3,Con problemas / riesgo medio,7,34410.0,4915.7,6.42,6.39,7
202604,50018,POTENCIAR SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,9,1842.0,204.7,8.26,0.34,9
202604,50020,AFB AVALES S.G.R.,No Financiero,Empresas,1,Situacion normal,12,58087.0,4840.6,23.53,7.89,12
202604,50020,AFB AVALES S.G.R.,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,12,132874.0,11072.8,23.53,18.04,12
202604,50020,AFB AVALES S.G.R.,No Financiero,Empresas,3,Con problemas / riesgo medio,22,464146.0,21097.5,43.14,63.02,22
202604,50020,AFB AVALES S.G.R.,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,3,65165.0,21721.7,5.88,8.85,3
202604,50020,AFB AVALES S.G.R.,No Financiero,Empresas,5,Irrecuperable,2,16280.0,8140.0,3.92,2.21,2
202604,50020,AFB AVALES S.G.R.,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,1,1711.0,1711.0,10.00,2.95,1
202604,50020,AFB AVALES S.G.R.,No Financiero,Familias,3,Con problemas / riesgo medio,4,31262.0,7815.5,40.00,53.89,4
202604,50020,AFB AVALES S.G.R.,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,5,25043.0,5008.6,50.00,43.17,5
202604,50020,AFB AVALES S.G.R.,No Financiero,Total,1,Situacion normal,12,58087.0,4840.6,19.67,7.31,12
202604,50020,AFB AVALES S.G.R.,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,13,134585.0,10352.7,21.31,16.94,13
202604,50020,AFB AVALES S.G.R.,No Financiero,Total,3,Con problemas / riesgo medio,26,495408.0,19054.2,42.62,62.35,26
202604,50020,AFB AVALES S.G.R.,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,8,90208.0,11276.0,13.11,11.35,8
202604,50020,AFB AVALES S.G.R.,No Financiero,Total,5,Irrecuperable,2,16280.0,8140.0,3.28,2.05,2
202604,50021,AVAL AR SGR,No Financiero,Empresas,1,Situacion normal,3,10328.0,3442.7,25.00,2.49,3
202604,50021,AVAL AR SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,2,31636.0,15818.0,16.67,7.63,2
202604,50021,AVAL AR SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,3,50017.0,16672.3,25.00,12.07,3
202604,50021,AVAL AR SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,3,102204.0,34068.0,25.00,24.66,3
202604,50021,AVAL AR SGR,No Financiero,Empresas,5,Irrecuperable,1,220216.0,220216.0,8.33,53.14,1
202604,50021,AVAL AR SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,2,23681.0,11840.5,66.67,88.38,2
202604,50021,AVAL AR SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,1,3115.0,3115.0,33.33,11.62,1
202604,50021,AVAL AR SGR,No Financiero,Total,1,Situacion normal,3,10328.0,3442.7,20.00,2.34,3
202604,50021,AVAL AR SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,4,55317.0,13829.2,26.67,12.54,4
202604,50021,AVAL AR SGR,No Financiero,Total,3,Con problemas / riesgo medio,3,50017.0,16672.3,20.00,11.34,3
202604,50021,AVAL AR SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,4,105319.0,26329.8,26.67,23.87,4
202604,50021,AVAL AR SGR,No Financiero,Total,5,Irrecuperable,1,220216.0,220216.0,6.67,49.91,1
202604,50023,UNION SGR,No Financiero,Empresas,1,Situacion normal,7,29252.0,4178.9,25.00,5.03,7
202604,50023,UNION SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,4,229929.0,57482.2,14.29,39.55,4
202604,50023,UNION SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,8,78337.0,9792.1,28.57,13.47,8
202604,50023,UNION SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,5,117728.0,23545.6,17.86,20.25,5
202604,50023,UNION SGR,No Financiero,Empresas,5,Irrecuperable,4,126119.0,31529.8,14.29,21.69,4
202604,50023,UNION SGR,No Financiero,Familias,1,Situacion normal,2,541.0,270.5,12.50,0.86,2
202604,50023,UNION SGR,No Financiero,Familias,3,Con problemas / riesgo medio,3,8123.0,2707.7,18.75,12.96,3
202604,50023,UNION SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,9,36583.0,4064.8,56.25,58.38,9
202604,50023,UNION SGR,No Financiero,Familias,5,Irrecuperable,2,17420.0,8710.0,12.50,27.80,2
202604,50023,UNION SGR,No Financiero,Total,1,Situacion normal,9,29793.0,3310.3,20.45,4.63,9
202604,50023,UNION SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,4,229929.0,57482.2,9.09,35.70,4
202604,50023,UNION SGR,No Financiero,Total,3,Con problemas / riesgo medio,11,86460.0,7860.0,25.00,13.42,11
202604,50023,UNION SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,14,154311.0,11022.2,31.82,23.96,14
202604,50023,UNION SGR,No Financiero,Total,5,Irrecuperable,6,143539.0,23923.2,13.64,22.29,6
202604,50024,AVAL FERTIL SGR,No Financiero,Empresas,5,Irrecuperable,1,2332.0,2332.0,100.00,100.00,1
202604,50024,AVAL FERTIL SGR,No Financiero,Total,5,Irrecuperable,1,2332.0,2332.0,100.00,100.00,1
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Empresas,1,Situacion normal,1,331.0,331.0,6.25,0.35,1
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,2,39583.0,19791.5,12.50,42.01,2
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,8,31318.0,3914.8,50.00,33.24,8
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,2,17083.0,8541.5,12.50,18.13,2
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Empresas,5,Irrecuperable,3,5907.0,1969.0,18.75,6.27,3
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,1,634.0,634.0,100.00,100.00,1
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Total,1,Situacion normal,1,331.0,331.0,5.88,0.35,1
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,3,40217.0,13405.7,17.65,42.40,3
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Total,3,Con problemas / riesgo medio,8,31318.0,3914.8,47.06,33.02,8
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,2,17083.0,8541.5,11.76,18.01,2
202604,50025,AVALES DEL CENTRO SGR,No Financiero,Total,5,Irrecuperable,3,5907.0,1969.0,17.65,6.23,3
202604,50026,CRECER SGR,No Financiero,Empresas,1,Situacion normal,8,39644.0,4955.5,21.05,7.49,8
202604,50026,CRECER SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,7,127984.0,18283.4,18.42,24.18,7
202604,50026,CRECER SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,11,155135.0,14103.2,28.95,29.31,11
202604,50026,CRECER SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,9,97365.0,10818.3,23.68,18.40,9
202604,50026,CRECER SGR,No Financiero,Empresas,5,Irrecuperable,3,109143.0,36381.0,7.89,20.62,3
202604,50026,CRECER SGR,No Financiero,Familias,1,Situacion normal,8,4468.0,558.5,14.55,3.91,8
202604,50026,CRECER SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,7,5519.0,788.4,12.73,4.84,7
202604,50026,CRECER SGR,No Financiero,Familias,3,Con problemas / riesgo medio,15,30780.0,2052.0,27.27,26.97,15
202604,50026,CRECER SGR,No Financiero,Familias,4,Con alto riesgo de insolvencia / riesgo alto,16,51361.0,3210.1,29.09,45.00,16
202604,50026,CRECER SGR,No Financiero,Familias,5,Irrecuperable,9,21998.0,2444.2,16.36,19.28,9
202604,50026,CRECER SGR,No Financiero,Total,1,Situacion normal,16,44112.0,2757.0,17.20,6.86,16
202604,50026,CRECER SGR,No Financiero,Total,2,Con seguimiento especial / riesgo bajo,14,133503.0,9535.9,15.05,20.75,14
202604,50026,CRECER SGR,No Financiero,Total,3,Con problemas / riesgo medio,26,185915.0,7150.6,27.96,28.90,26
202604,50026,CRECER SGR,No Financiero,Total,4,Con alto riesgo de insolvencia / riesgo alto,25,148726.0,5949.0,26.88,23.12,25
202604,50026,CRECER SGR,No Financiero,Total,5,Irrecuperable,12,131141.0,10928.4,12.90,20.38,12
202604,50032,RESILIENCIA SGR,No Financiero,Empresas,1,Situacion normal,5,9654.0,1930.8,17.24,2.81,5
202604,50032,RESILIENCIA SGR,No Financiero,Empresas,2,Con seguimiento especial / riesgo bajo,5,32246.0,6449.2,17.24,9.37,5
202604,50032,RESILIENCIA SGR,No Financiero,Empresas,3,Con problemas / riesgo medio,8,58518.0,7314.8,27.59,17.01,8
202604,50032,RESILIENCIA SGR,No Financiero,Empresas,4,Con alto riesgo de insolvencia / riesgo alto,7,121714.0,17387.7,24.14,35.38,7
202604,50032,RESILIENCIA SGR,No Financiero,Empresas,5,Irrecuperable,4,121883.0,30470.8,13.79,35.43,4
202604,50032,RESILIENCIA SGR,No Financiero,Familias,1,Situacion normal,3,2415.0,805.0,23.08,4.26,3
202604,50032,RESILIENCIA SGR,No Financiero,Familias,2,Con seguimiento especial / riesgo bajo,1,571.0,571.0,7.69,1.01,1
